state,state_name,county,mentally_unhealthy_days,physically_unhealthy_days,pct_frequent_mental_distress,pct_excessive_drinking,injury_death_rate,age_adjusted_mortality,pct_frequent_physical_distress,pct_smokers,pct_insufficient_sleep,preventable_hospitalization_rate,pct_some_college,pct_fair_or_poor_health,pct_unemployed,length_of_life_pctile_within_state,median_household_income,pct_physically_inactive,length_of_life_quartile_within_state,pct_children_in_poverty,income_20th_percentile,pct_children_eligible_free_lunch,pct_diabetic,drug_overdose_mortality_rate
AL,Alabama,Lee,4.5,4.5,14.4,16.2,45.94216839,385.4,14.2,20.3,38.2,46.78,68.05210604,21.7,5.5932919960000005,3.0,41256.0,23.2,1.0,26.4,14962.0,40.55838688,9.6,7.072682867999999
AL,Alabama,Limestone,4.4,4.4,12.9,14.6,61.97532255,386.0,13.0,18.6,36.2,72.08,55.08752963,19.0,6.102624564,9.0,51175.0,31.6,1.0,18.9,21254.0,38.49463989,10.8,4.489572967
AL,Alabama,Lowndes,5.2,5.7,16.9,9.8,95.5092626,617.9,18.2,23.1,43.7,52.65,46.19542620000001,30.750000000000004,11.784425742500002,96.0,30675.0,30.8,4.0,42.7,11337.0,55.05921304245098,16.85,14.440615446578569
AL,Alabama,Macon,5.2,5.6,16.9,10.1,83.61605813,530.5,18.1,23.5,44.349999999999994,42.55,55.35714286,30.750000000000004,9.134088418,77.0,28518.0,31.1,4.0,44.4,11981.0,87.60680157249999,16.85,14.440615446578569
AL,Alabama,Madison,4.3,4.2,12.8,13.5,58.027421499999996,360.2,12.5,20.2,38.2,50.42,71.52420987,18.4,6.161291082999999,8.0,58833.0,24.6,1.0,20.3,23376.0,34.23071694,10.6,7.1135309929999995
AL,Alabama,Marengo,5.1,5.5,16.2,10.7,69.60220407,511.5,17.6,22.0,44.1,81.84,47.54675468,28.8,8.042648414,68.0,32977.0,34.7,3.0,32.7,11163.0,62.55214724,16.85,14.440615446578569
AL,Alabama,Marion,4.9,5.0,14.8,12.9,102.7850157,539.7,15.3,20.3,37.1,105.86,50.35961077,22.9,8.050986842,87.0,37707.0,35.7,4.0,26.4,15298.0,50.50065303,13.0,14.440615446578569
AL,Alabama,Marshall,4.8,4.9,14.7,13.8,72.50487275,517.4,15.0,20.4,35.2,82.84,47.42847411,22.0,6.6989996970000005,57.0,36536.0,31.6,3.0,33.3,17265.0,51.82152605,11.5,17.94687724
AL,Alabama,Mobile,5.0,4.9,14.9,14.6,78.28317304,490.3,15.0,20.5,39.7,63.8,58.19732127,23.6,7.704213802000001,47.0,42943.0,29.6,2.0,29.8,16718.0,66.05372791,13.6,14.399045000000001
AL,Alabama,Monroe,5.1,5.3,16.4,11.0,73.75926381,500.8,16.8,21.9,41.3,66.24,41.63306452,26.0,11.30146082,71.0,34733.0,32.1,3.0,33.3,9785.0,55.05921304245098,16.4,14.440615446578569
AL,Alabama,Montgomery,4.7,4.9,14.7,13.4,58.91029054,431.1,15.3,19.7,40.2,46.87,61.25344576,23.7,6.911616017,26.0,43054.0,28.0,1.0,32.2,16979.0,70.63581945,13.5,6.735022262
AL,Alabama,Morgan,4.5,4.5,13.5,13.6,74.34273504,445.2,13.4,18.5,36.2,63.33,52.32219422,19.0,6.620190326,29.0,45082.0,30.5,2.0,23.4,19727.0,45.99357313,11.4,13.897034099999999
AL,Alabama,Perry,5.4,5.8,17.1,9.7,79.0666281,640.7,18.45,24.6,44.349999999999994,65.23,32.44565217,30.750000000000004,11.784425742500002,98.0,27403.0,32.6,4.0,47.75,9396.0,87.60680157249999,16.85,14.440615446578569
AL,Alabama,Pickens,5.0,5.1,15.9,11.4,94.15135854,515.5,16.4,21.6,39.8,69.79,47.73193526,26.0,8.224525508,56.0,31933.0,33.6,3.0,34.5,11224.0,55.05921304245098,15.5,14.440615446578569
AL,Alabama,Pike,5.1,5.1,15.8,13.4,76.41226235,508.3,16.0,22.3,43.3,64.2,57.70518142,25.5,7.291596469,59.0,31844.0,28.5,3.0,34.0,12050.0,55.05921304245098,11.9,14.440615446578569
AL,Alabama,Randolph,4.7,5.0,14.7,13.4,98.27492409999999,481.5,15.2,20.1,35.1,74.0,46.60966395,22.4,6.862317259,69.0,36939.0,30.6,3.0,29.8,13425.0,58.42577919,13.6,14.440615446578569
AL,Alabama,Russell,4.9,5.1,15.3,13.1,79.03683333,497.0,15.8,21.2,41.5,42.53,60.9219191,25.1,6.629049282,38.0,35585.0,31.1,2.0,30.3,15493.0,64.1209911,12.9,9.603814409
AL,Alabama,St. Clair,4.3,4.3,13.1,14.4,89.22126637,470.5,13.1,19.8,36.3,83.33,52.39617994,20.4,5.802501303,42.0,50571.0,28.6,2.0,18.5,21814.0,43.78274268,10.7,25.55742288
AL,Alabama,Shelby,3.8,3.6,11.6,17.0,60.15037594,318.1,10.8,15.5,33.7,51.01,74.03312003,13.8,4.523295396,2.0,69432.0,23.6,1.0,11.7,30143.0,26.81043583,9.1,17.65352024
AL,Alabama,Sumter,5.449999999999999,5.8,17.1,10.3,70.8225747,528.5,18.45,24.1,42.9,76.86,48.84162552,30.750000000000004,8.851719602000001,89.0,25413.0,31.2,4.0,47.75,9584.0,55.05921304245098,16.85,14.440615446578569
AL,Alabama,Talladega,4.9,5.2,15.3,11.7,78.39076698,559.2,16.2,21.8,40.2,84.48,44.54028527,24.9,7.681292244,78.0,39999.0,34.1,4.0,32.7,14962.0,55.05921304245098,14.5,11.05741666
AL,Alabama,Tallapoosa,4.7,5.0,14.8,12.6,71.34558742,466.5,15.2,20.8,39.3,65.59,47.24409449,24.1,7.653286281000001,39.0,36779.0,32.2,2.0,34.1,16085.0,53.56736551,14.3,9.713767647000001
AL,Alabama,Tuscaloosa,4.5,4.5,14.0,15.4,65.4421,437.4,14.1,20.4,37.5,71.81,62.10950235,20.0,5.954948355,17.0,46892.0,28.2,1.0,23.2,18303.0,50.60383444,10.5,14.62695449
AL,Alabama,Walker,5.0,5.0,14.9,12.8,133.07477910374996,655.475,15.2,21.8,39.5,72.86,53.2395267,22.3,7.672121025,99.0,37245.0,33.8,4.0,32.9,16165.0,49.61382861,13.0,34.66719396625
AL,Alabama,Washington,4.6,4.7,13.9,13.7,100.6897829,510.2,14.1,20.0,39.1,90.18,40.18786494,21.5,9.884075656,63.0,41321.0,33.3,3.0,26.7,18387.0,52.32304334,13.8,14.440615446578569
AL,Alabama,Wilcox,5.4,5.8,17.1,9.5,103.87811629999999,655.475,18.45,25.2,44.349999999999994,42.75,38.8017692,30.750000000000004,11.784425742500002,100.0,24035.0,32.3,4.0,47.1,8676.0,55.05921304245098,16.85,14.440615446578569
AL,Alabama,Winston,4.9,5.1,14.9,12.9,109.23486319999999,550.8,15.4,21.6,34.9,116.2825,52.21719457,21.7,8.77174486,93.0,35528.0,30.6,4.0,32.0,14302.0,50.05764353,12.8,14.440615446578569
AK,Alaska,Aleutians East,2.6,3.6,8.3,17.6,94.6464511783333,400.92291666666665,10.8,20.2,39.3,59.690131578947366,38.83661249,17.0,4.585930543,52.0,55462.0,29.0,2.5,15.6,26000.0,45.91439689,10.0,17.575999248
AK,Alaska,Aleutians West,2.5,3.2,7.7,18.8,39.76861894,178.6,9.6,18.0,36.0,59.690131578947366,52.33949946,14.0,4.933242815,67.0,68387.0,23.9,3.0,9.7,33406.75,9.289617486000001,8.7,17.575999248
AK,Alaska,Anchorage,2.8,3.0,8.4,23.3,68.69505836,342.9,8.8,16.0,32.4,33.81,70.62164289,12.0,5.141446032,46.0,73077.0,18.2,2.0,14.2,33406.75,35.12219413,7.1,18.76589271
AK,Alaska,Bethel,4.3,5.6,14.4,20.6,133.07477910374996,465.2,17.6,28.2,37.9,93.42,38.74830547,23.9,11.784425742500002,84.0,45808.0,26.7,4.0,31.7,22439.0,71.52931695,12.5,17.575999248
AK,Alaska,Bristol Bay,3.0,3.4,9.3,22.8,133.07477910374996,598.0,10.0,21.2,34.0,59.690131578947366,65.98360656,12.5,8.016032064,67.0,73077.0,22.9,3.0,12.2,33406.75,35.58282209,9.4,17.575999248
AK,Alaska,Denali,2.7,3.0,8.3,23.1,94.6464511783333,400.92291666666665,8.8,17.8,31.8,59.690131578947366,75.81475129,11.0,10.09345794,52.0,69692.0,17.6,2.5,8.9,33406.75,0.0,7.4,17.575999248
AK,Alaska,Dillingham,4.0,4.9,13.0,19.7,133.07477910374996,547.5,15.0,28.2,35.7,86.94,47.64065336,21.2,9.934701493,92.0,51082.0,25.5,4.0,25.0,21317.0,57.98394291,12.3,17.575999248
AK,Alaska,Fairbanks North Star,2.7,3.2,8.3,23.0,62.51027462,302.7,9.1,16.2,31.5,21.67,71.96967144,11.0,5.747150831,17.0,67801.0,19.7,1.0,10.6,32908.0,21.62571877,5.8,12.99718394
AK,Alaska,Haines,3.0,3.3,9.3,19.3,94.54774661,333.7,9.8,18.1,29.5,59.690131578947366,56.43153527,11.9,10.45987376,21.0,67260.0,19.8,1.0,15.4,25700.0,34.7985348,9.7,17.575999248
AK,Alaska,Juneau,2.8,2.8,8.2,23.0,63.94503235,294.5,8.3,17.1,28.1,29.98,74.19354839,9.9,5.058142865,25.0,73077.0,16.3,1.0,9.6,33406.75,24.51638374,7.1,19.462826
AK,Alaska,Kenai Peninsula,2.9,3.3,8.7,23.7,90.89742493,318.1,9.5,19.5,29.2,44.26,61.09012812,12.5,7.794343737999999,38.0,62532.0,23.7,2.0,14.5,26317.0,27.45728866,8.0,17.49026375
AK,Alaska,Ketchikan Gateway,2.8,3.4,8.9,21.9,81.0348892,344.9,9.8,19.7,31.4,46.6,60.85714286,12.6,7.59707372,50.0,57776.0,21.7,2.0,17.6,29527.0,36.5376057,8.6,17.575999248
AK,Alaska,Kodiak Island,2.6,3.0,8.1,21.8,72.10533147,319.1,8.8,16.9,32.1,53.63,67.94270833,12.3,5.652108206,34.0,67972.0,19.9,2.0,11.0,29907.0,37.48037677,7.7,17.575999248
AK,Alaska,Lake and Peninsula,4.0,5.0,13.1,21.4,133.07477910374996,522.4,15.3,28.2,37.8,59.690131578947366,46.875,20.6,11.784425742500002,67.0,45570.0,23.3,3.0,22.4,19531.0,39.69253490138463,12.1,17.575999248
AK,Alaska,Matanuska-Susitna,3.0,3.2,8.9,21.5,80.97290034,351.0,9.4,21.2,31.6,44.82,61.08388125,12.1,8.007604735,42.0,73077.0,21.8,2.0,13.1,30328.0,28.59517396,7.4,19.16382984
AK,Alaska,Nome,4.3,5.4,14.5,19.3,133.07477910374996,557.3,17.2,28.2,39.3,82.37,41.83266932,23.8,11.784425742500002,88.0,47160.0,26.9,4.0,34.0,21448.0,71.5123095,12.5,17.575999248
AK,Alaska,North Slope,3.0,3.7,9.5,23.1,84.44697785,387.4,11.0,25.4,35.1,116.2825,51.63280116,14.5,5.802126676,63.0,73077.0,25.3,3.0,16.5,33406.75,25.63176895,8.9,17.575999248
AK,Alaska,Northwest Arctic,4.1,5.1,13.6,21.0,133.07477910374996,463.5,16.1,28.2,37.2,98.62,37.3374935,22.7,11.784425742500002,80.0,65192.0,26.3,4.0,28.9,27452.0,68.015992,11.8,17.575999248
AK,Alaska,Prince of Wales-Outer Ketchikan,3.6,4.3,11.3,19.7,70.67637289,353.7,12.8,25.1,35.0,53.71,47.81746032,17.1,11.784425742500002,55.0,43245.0,29.0,3.0,25.9,19200.0,48.95591647,11.4,17.575999248
AK,Alaska,Sitka,2.8,3.2,8.7,21.3,78.22452674,305.7,9.3,18.4,31.2,57.55,73.26653307,11.4,5.105296745,30.0,65765.0,17.3,2.0,10.3,33297.0,36.47469459,8.2,17.575999248
AK,Alaska,Skagway-Hoonah-Angoon,3.1677357280000003,3.634830019,10.07062219,20.52681206,103.1459515,314.5,10.97190507,21.30833868,31.67126363,59.690131578947366,62.25895317,14.17543297,11.784425742500002,5.0,57495.97627000001,20.0,1.0,24.50359712,26594.53472,35.35620053,10.67382938,17.575999248
AK,Alaska,Southeast Fairbanks,3.0,3.6,9.4,21.1,76.60661087,385.9,10.4,20.2,31.5,33.51,63.24647123,13.3,11.784425742500002,59.0,59641.0,20.9,3.0,20.6,26262.0,37.43676223,8.8,17.575999248
AK,Alaska,Valdez-Cordova,2.8,3.4,9.0,21.8,68.21282401,296.4,9.9,19.1,32.4,37.97,66.08419381,11.9,9.537395557,13.0,73077.0,23.1,1.0,11.4,24405.0,25.86649551,8.3,17.575999248
AK,Alaska,Wade Hampton,4.9,5.8,17.1,18.4,133.07477910374996,655.475,18.45,28.2,41.5,92.4,25.04327755,30.750000000000004,11.784425742500002,100.0,30877.0,27.6,4.0,43.7,18769.0,78.72083669,13.9,17.575999248
AK,Alaska,Wrangell-Petersburg,2.985590152,3.328385228,9.299565532,20.62968863,71.12605477,328.2,9.799565532,18.74192614,31.02795076,82.51,68.33477136,12.39956553,9.373842164,9.0,54748.90731,20.8,1.0,13.1067052,24149.91028,41.25514403,9.327516293,17.575999248
AK,Alaska,Yakutat,3.0,3.5,9.4,21.6,94.6464511783333,400.92291666666665,10.2,20.5,33.3,59.690131578947366,59.06432749,13.0,9.747292418999999,52.0,52595.0,24.7,2.5,24.8,32500.0,66.66666667,10.2,17.575999248
AK,Alaska,Yukon-Koyukuk,4.1,5.1,13.5,19.9,133.07477910374996,655.475,16.0,28.2,34.4,24.06,47.34299517,23.6,11.784425742500002,96.0,36708.0,25.2,4.0,32.9,15425.0,29.67974741,14.9,17.575999248
AZ,Arizona,Apache,5.3,5.7,17.1,14.6,133.07477910374996,535.0,18.45,25.6,37.8,88.71,47.51575825,29.5,11.784425742500002,100.0,32366.0,21.8,4.0,39.5,10448.0,49.819848453999995,16.6,5.991970759
AZ,Arizona,Cochise,3.9,4.1,11.8,14.9,75.88259226,351.8,12.5,16.0,33.0,53.81,65.17257987,19.1,8.436972812,40.0,45025.0,23.0,2.0,27.5,18078.0,48.03196212,11.0,14.90968075
AZ,Arizona,Coconino,4.0,3.8,12.9,19.2,97.78371723,323.7,12.2,19.8,31.2,35.29,67.85318684,15.9,7.157063184,54.0,48653.0,16.3,2.0,24.8,18887.0,49.819848453999995,8.8,13.65081222
AZ,Arizona,Gila,4.1,4.3,12.9,13.1,112.9460148,477.9,13.2,18.0,33.2,56.63,46.40849469,19.4,8.411739923999999,80.0,37677.0,25.8,4.0,39.2,17748.0,57.33288992,12.4,25.735017199999998
AZ,Arizona,Graham,3.8,4.1,12.3,17.2,70.66759463,382.9,12.8,18.4,36.5,39.44,49.19887843,19.6,7.643223748,47.0,46046.0,23.4,2.0,24.1,18606.0,49.819848453999995,10.5,21.26622657
AZ,Arizona,Greenlee,3.5,3.7,11.1,17.7,85.00080406,344.7,11.7,17.2,34.4,38.21,54.28799362,19.6,6.512023835,60.0,59416.0,24.2,3.0,11.5,23022.0,49.819848453999995,10.3,19.173886107416667
AZ,Arizona,La Paz,4.0,4.4,12.7,13.0,111.7351289,530.3,13.4,16.0,30.0,44.74,38.56791641,21.8,7.951566596,94.0,32533.0,30.3,4.0,35.1,16674.0,65.46119464,14.8,19.173886107416667
AZ,Arizona,Maricopa,3.4,3.5,10.7,17.1,66.43800628,295.1,10.6,15.1,32.8,38.01,63.90768935,15.3,5.8743515770000005,20.0,53929.0,19.6,1.0,24.3,23274.0,49.819848453999995,8.9,16.86218495
AZ,Arizona,Mohave,4.0,4.1,12.2,15.1,110.3513098,498.7,12.6,20.0,34.0,62.42,49.51478803,19.3,8.824619474,74.0,37704.0,31.7,3.0,32.0,17990.0,46.92205758,12.2,30.50555578
AZ,Arizona,Navajo,4.6,4.7,15.6,14.6,133.07477910374996,485.2,15.6,23.4,35.3,49.62,50.40170032,21.5,11.2639146,87.0,35457.0,24.1,4.0,35.4,13160.0,49.819848453999995,13.8,23.25458813
AZ,Arizona,Pima,3.7,3.5,11.4,16.2,76.52461515,337.4,11.0,14.6,31.1,30.51,65.73814293,16.1,6.168174515,34.0,45871.0,18.1,2.0,25.9,19381.0,49.819848453999995,9.4,21.78078641
AZ,Arizona,Pinal,3.6,3.9,11.2,16.2,64.39269573,302.9,11.6,17.0,33.6,48.64,55.19232578,18.2,7.231362722,27.0,49876.0,26.1,1.0,25.4,23332.0,49.819848453999995,10.6,11.02972681
AZ,Arizona,Santa Cruz,3.8,4.1,13.0,14.7,49.5389071,234.1,14.0,15.4,30.5,25.51,52.75544794,24.5,11.784425742500002,7.0,37465.0,18.9,1.0,34.6,15070.0,49.819848453999995,14.1,19.173886107416667
AZ,Arizona,Yavapai,3.6,3.6,10.9,15.2,109.71283490000002,360.0,10.6,14.7,29.7,25.22,60.57076446,14.1,6.340537933999999,67.0,44145.0,20.2,3.0,23.6,19770.0,49.819848453999995,10.4,29.38383642
AZ,Arizona,Yuma,3.9,4.1,12.4,15.9,52.94697839,298.5,13.3,14.9,34.4,51.09,54.29759515,23.5,11.784425742500002,14.0,39700.0,27.6,1.0,30.0,19276.0,31.35113801,12.4,15.71624729
AR,Arkansas,Arkansas,4.2,4.6,13.0,13.9,100.3019617,490.6,13.8,22.4,35.3,84.04,47.64536812,21.1,5.424604456,72.0,36409.0,37.1,3.0,28.6,18148.0,54.68850353,13.0,13.681159087148151
AR,Arkansas,Ashley,4.5,5.1,13.8,12.8,95.13078174,503.5,15.2,24.4,37.5,96.11,51.30468903,24.1,9.386068477,71.0,36176.0,33.7,3.0,33.1,15402.0,57.08512251,14.3,13.681159087148151
AR,Arkansas,Baxter,4.2,4.7,12.6,13.0,100.1863369,455.1,13.6,20.1,31.7,56.17,60.67783303,18.2,6.791613722999999,68.0,37873.0,31.6,3.0,25.6,16620.0,48.03578374,14.1,21.97587537
AR,Arkansas,Benton,3.9,4.0,11.6,15.5,57.79328329,321.2,11.9,18.7,31.6,49.45,59.52861651,17.1,4.641394889,2.0,57408.0,24.8,1.0,16.2,26720.0,38.56406054,9.4,12.22105787
AR,Arkansas,Boone,4.3,4.5,12.8,14.5,77.61924526,397.5,13.2,21.7,32.9,55.89,54.79327578,18.7,6.149056237000001,11.0,39779.0,32.8,1.0,25.5,17875.0,44.22015455,11.5,11.61554338
AR,Arkansas,Bradley,4.7,5.6,15.3,12.0,76.95805786,527.7,17.5,25.0,38.8,116.2825,37.4566474,29.9,8.488964346,83.0,32734.0,36.7,4.0,39.1,13125.0,66.73161228,15.9,13.681159087148151
AR,Arkansas,Calhoun,4.2,4.7,13.2,13.4,86.85472603,461.3,14.1,22.3,34.9,69.84,45.27145359,22.0,6.757331067000001,31.0,39493.0,35.7,2.0,23.9,15665.0,56.02189781,13.8,13.681159087148151
AR,Arkansas,Carroll,4.2,4.6,12.9,13.7,106.88266170000001,421.5,13.8,20.2,31.9,47.74,43.90117485,21.8,5.258906212,43.0,36964.0,33.0,2.0,29.7,17729.0,55.75557809,12.9,18.03708425
AR,Arkansas,Chicot,4.8,5.6,15.7,10.7,82.55933953,542.5,17.9,26.6,41.4,86.35,41.96911197,30.2,10.60724524,48.0,29541.0,38.0,2.0,43.1,11277.0,87.60680157249999,16.85,13.681159087148151
AR,Arkansas,Clark,4.4,4.7,13.5,15.4,88.10803266,503.2,14.3,23.2,36.5,58.43,57.8579235,22.4,7.031663666,47.0,38504.0,31.8,2.0,28.2,14009.0,49.96655518,11.2,13.681159087148151
AR,Arkansas,Clay,4.4,4.8,13.6,13.7,83.43341129,560.7,14.4,22.7,33.8,78.89,40.53279863,21.1,8.051784023,88.0,33826.0,40.3,4.0,28.3,14803.0,48.38834952,12.4,13.681159087148151
AR,Arkansas,Cleburne,4.1,4.4,12.4,14.2,97.49680814,441.9,12.9,19.9,31.3,49.18,51.39419404,19.1,8.327261372,35.0,40555.0,38.9,2.0,24.1,16849.0,43.57476636,12.7,13.681159087148151
AR,Arkansas,Cleveland,4.0,4.3,12.1,14.4,71.70946102,437.2,12.5,19.5,32.9,84.92,50.12919897,18.4,6.953738726,10.0,43201.0,32.0,1.0,24.3,18208.0,41.69075145,11.7,13.681159087148151
AR,Arkansas,Columbia,4.4,4.9,14.0,13.5,89.18927765,554.4,15.1,23.7,38.6,66.25,58.15535816,24.8,7.30067243,74.0,37495.0,34.5,3.0,30.9,13606.0,56.31123919,13.2,13.681159087148151
AR,Arkansas,Conway,4.2,4.7,13.1,14.4,108.15182639999999,493.1,14.1,22.3,33.7,55.79,48.42487884,21.8,7.063548311,62.0,42348.0,32.6,3.0,27.0,15867.0,52.91069796,12.7,13.681159087148151
AR,Arkansas,Craighead,4.3,4.6,13.2,16.0,67.75688099,438.7,13.8,24.1,35.2,58.5,60.49107143,21.5,5.496316796,23.0,42851.0,33.8,1.0,30.9,17266.0,46.20101618,10.1,11.85220303
AR,Arkansas,Crawford,4.3,4.6,13.0,14.9,76.68091357,462.4,13.7,21.5,33.2,82.55,51.98518422,20.1,6.090871259,42.0,43466.0,32.8,2.0,24.1,18214.0,52.46208742,11.1,16.731162599999998
AR,Arkansas,Crittenden,4.6,5.2,14.6,12.8,65.44424745,593.4,15.9,26.1,38.8,59.35,48.46568283,25.9,7.27907855,92.0,35455.0,34.4,4.0,41.0,15776.0,60.97168293,13.9,7.366975856
AR,Arkansas,Cross,4.4,4.9,13.7,13.7,91.16180658,600.7,14.8,23.1,36.3,96.31,37.29372937,23.5,6.585853537,94.0,38597.0,35.5,4.0,32.7,15099.0,51.86781609,13.4,13.681159087148151
AR,Arkansas,Dallas,4.3,4.9,13.3,12.5,76.93071273,499.0,14.6,22.2,37.2,83.55,38.06451613,24.0,9.472212512999999,32.0,34018.0,37.5,2.0,31.5,16577.0,54.08348457,15.6,13.681159087148151
AR,Arkansas,Desha,4.6,5.5,15.2,11.5,92.28988409,572.5,16.9,25.3,37.9,98.63,39.566787,29.5,8.286491387,90.0,33028.0,34.9,4.0,38.3,11493.0,71.22590033,16.85,13.681159087148151
AR,Arkansas,Drew,4.6,5.2,14.6,13.4,64.51682276,413.7,15.9,24.9,36.7,116.2825,56.00589536,25.6,8.638378721,16.0,36801.0,31.8,1.0,28.1,10172.0,53.28050713,13.5,13.681159087148151
AR,Arkansas,Faulkner,4.0,4.3,12.1,17.1,58.23638789,374.3,12.3,21.7,34.9,51.34,64.38853385,19.4,5.674820242999999,4.0,51436.0,30.3,1.0,16.5,21709.0,37.0336523,9.0,11.14044762
AR,Arkansas,Franklin,4.4,4.8,13.4,14.2,92.92446568,511.7,14.5,22.9,34.2,73.05,52.7290214,21.2,5.781228337999999,76.0,40404.0,33.4,4.0,25.8,16177.0,47.59959142,11.9,20.41422315
AR,Arkansas,Fulton,4.2,4.7,13.0,13.1,87.95647783,414.1,13.9,21.0,31.9,80.9,56.20860927,20.2,5.987261147000001,56.0,33347.0,32.9,3.0,33.8,15238.0,51.84067592,13.6,13.681159087148151
AR,Arkansas,Garland,4.3,4.7,13.4,13.7,117.5827634,494.5,13.9,23.2,33.6,67.95,55.96351731,19.8,6.402956747999999,66.0,40621.0,28.4,3.0,27.8,15975.0,50.7558375,12.7,24.70847432
AR,Arkansas,Grant,4.0,4.2,11.7,16.2,84.82426867,436.7,12.2,19.6,32.8,64.63,56.00792254,17.7,5.556924593,22.0,46067.0,32.7,1.0,18.7,21642.0,38.98082479999999,10.1,13.681159087148151
AR,Arkansas,Greene,4.1,4.5,12.5,15.7,88.34877087,505.3,13.2,22.7,33.3,75.88,52.05528955,19.3,6.498995001,52.0,42572.0,38.6,3.0,23.0,16517.0,46.17360736,10.4,12.31204888
AR,Arkansas,Hempstead,4.6,5.3,14.9,12.0,82.58444926,500.7,16.4,26.1,37.2,70.12,48.77152254,29.2,6.114961272,55.0,33136.0,35.5,3.0,33.6,14479.0,70.30797578,14.9,13.681159087148151
AR,Arkansas,Hot Spring,4.0,4.4,12.0,15.5,93.05417082,480.9,12.9,21.2,33.6,108.12,48.20531228,19.4,5.8717449329999996,54.0,37831.0,37.4,3.0,28.6,17676.0,48.08184143,11.2,10.97125531
AR,Arkansas,Howard,4.7,5.2,14.6,12.6,72.74631904,504.5,16.1,24.6,35.9,72.48,49.89234082,26.3,5.85693711,80.0,37336.0,33.7,4.0,28.9,16178.0,56.74331883,14.4,13.681159087148151
AR,Arkansas,Independence,4.3,4.7,13.3,14.7,84.87994385,440.6,14.0,23.3,33.4,95.95,51.58678048,21.2,7.962805317000001,24.0,41085.0,36.5,1.0,25.7,15832.0,46.74537333,11.6,9.911606491
AR,Arkansas,Izard,4.3,4.9,13.3,13.5,97.58116979,458.6,14.5,21.5,34.1,90.24,48.53821768,21.1,7.622392068,51.0,32744.0,34.7,2.0,28.5,15188.0,49.31053503,13.8,13.681159087148151
AR,Arkansas,Jackson,4.4,5.1,14.0,13.8,102.22077440000001,561.9,15.2,25.0,35.8,115.76,38.98803275,23.9,9.354047423999999,84.0,32427.0,39.0,4.0,33.6,12850.0,60.37494674,12.7,13.681159087148151
AR,Arkansas,Jefferson,4.5,5.0,14.3,12.8,79.34541352,517.5,15.3,26.2,41.3,50.68,51.10275828,25.8,8.915910259,75.0,35927.0,36.4,3.0,39.8,14898.0,64.22099984,15.8,6.357538906
AR,Arkansas,Johnson,4.5,5.0,14.0,14.5,80.21619433,414.2,15.0,24.3,33.1,59.32,37.98711755,23.5,6.627393225,20.0,34923.0,37.1,1.0,29.1,15211.0,63.30295139,12.0,14.14754604
AR,Arkansas,Lafayette,4.5,5.2,14.3,11.5,133.07477910374996,630.8,16.0,24.8,36.0,67.35,36.02605863,26.2,7.989397955,99.0,32225.0,35.0,4.0,37.3,12070.0,67.69230769,16.0,13.681159087148151
AR,Arkansas,Lawrence,4.5,5.0,14.0,14.0,89.58488459,496.0,15.0,24.3,33.8,108.96,47.641386499999996,21.2,7.406348298999999,39.0,34916.0,37.7,2.0,30.8,14094.0,54.03348554,12.2,13.681159087148151
AR,Arkansas,Lee,4.7,5.7,15.5,12.3,103.0346624,578.5,17.9,28.2,40.4,76.29,32.22094361,30.750000000000004,7.873527588,91.0,28006.0,35.4,4.0,46.5,10030.0,87.60680157249999,16.7,13.681159087148151
AR,Arkansas,Lincoln,4.4,5.1,13.6,15.1,62.44943725,433.6,15.4,25.7,38.6,89.92,30.15978695,26.9,7.311776062000001,14.0,37644.0,37.3,1.0,30.4,12328.0,55.03875969,12.5,13.681159087148151
AR,Arkansas,Little River,4.2,4.6,12.9,13.7,83.02072443,418.6,13.7,21.2,35.4,81.05,50.99540582,21.1,6.6498012289999995,8.0,37691.0,33.2,1.0,25.5,15983.0,53.03562469,13.1,13.681159087148151
AR,Arkansas,Logan,4.2,4.5,12.8,14.8,95.37777698,485.0,13.4,21.1,33.5,72.49,44.39155629,20.1,6.086859936000001,58.0,36391.0,36.1,3.0,30.1,16503.0,53.71385843,12.1,18.1754843
AR,Arkansas,Lonoke,3.9,4.1,11.6,15.9,72.59160714,473.2,11.9,20.7,31.9,67.19,60.92220765,17.7,5.196096712,27.0,54459.0,30.4,2.0,17.6,24148.0,33.02180685,9.5,14.14100467
AR,Arkansas,Madison,4.5,5.1,14.0,13.7,95.52679845,421.4,15.4,23.4,35.1,43.32,34.11667128,22.9,4.889272361000001,12.0,39158.0,32.7,1.0,28.2,15807.0,51.59038014,12.5,13.681159087148151
AR,Arkansas,Marion,4.4,4.8,13.5,13.0,95.24383628,465.5,14.2,22.5,33.1,72.0,45.06900034,20.9,6.4636420139999995,64.0,33181.0,32.9,3.0,33.3,15356.0,58.53658537,14.3,20.257267300000002
AR,Arkansas,Miller,4.3,5.0,13.3,14.5,68.49283583,489.3,14.7,22.9,35.5,58.25,46.07997206,23.0,6.020365316,50.0,40877.0,32.9,2.0,31.0,16260.0,51.80758889,12.2,13.681159087148151
AR,Arkansas,Mississippi,4.7,5.3,14.9,12.8,89.27404956,595.1,16.2,25.6,39.6,99.3,50.91360653,27.4,9.30674264,96.0,33577.0,40.4,4.0,37.2,13342.0,74.41107514,14.2,8.917822268
